678	986031 3476
679	989508 3290
680	992799 3665
681	996465 3266
682	999732 2454
683	1002187 976
684	1003164 1251
685	1004416 8056
686	1012473 7002
687	1019476 4473
688	1023950 7287
689	1031238 985
690	1032224 3319
691	1035544 9060
692	1044605 2137
693	1046743 6285
694	1053029 6276
695	1059306 1132
696	1060439 820
697	1061260 6790
698	1068051 3571
699	1071623 2670
700	1074294 1013
701	1075308 1965
702	1077274 3130
703	1080405 2447
704	1082853 7783
705	1090637 2660
706	1093298 2011
707	1095310 6214
708	1101525 4242
709	1105768 4362
710	1110131 3831
711	1113963 6884
712	1120848 3601
713	1124450 3281
714	1127732 4621
715	1132354 5263
716	1137618 4440
717	1142059 3416
718	1145476 4118
719	1149595 1136
720	1150732 7944
721	1158677 4568
722	1163246 4386
723	1167633 4371
724	1172005 4083
725	1176089 5561
726	1181651 7795
727	1189447 2343
728	1191791 2124
729	1193916 2947
730	1196864 2941
731	1199806 4611
732	1204418 5426
733	1209845 3165
734	1213011 4085
735	1217097 5457
736	1222555 4679
737	1227235 5115
738	1232351 2487
739	1234839 2725
740	1237565 2965
741	1240531 8259
742	1248791 1225
743	1250017 767
745	1250785 4145
746	1254931 3341
747	1258273 1541
748	1259815 9946
749	1269762 3065
750	1272828 8752
751	1281581 3960
752	1285542 5242
753	1290785 4929
754	1295715 8581
755	1304297 4794
756	1309092 3917
757	1313010 518
758	1313529 4683
759	1318213 4391
760	1322605 3811
761	1326417 5822
762	1332240 7214
763	1339455 6466
764	1345922 2570
765	1348493 3357
766	1351851 964
767	1352816 22908
768	1375725 18578
769	1394304 2580
770	1396885 8474
771	1405360 1643
772	1407004 2391
773	1409396 7133
774	1416530 3336
775	1419867 11011
776	1430879 2872
777	1433752 3508
778	1437261 3219
779	1440481 4833
780	1445315 7262
781	1452578 6900
782	1459479 6189
783	1465669 1071
784	1466741 2782
785	1469524 3443
786	1472968 1043
787	1474012 2434
788	1476447 1550
789	1477998 6341
790	1484340 13622
791	1497963 2094
792	1500058 12950
793	1513009 6467
794	1519477 2875
795	1522353 5029
796	1527383 1960
797	1529344 9042
798	1538387 6561
799	1544949 2477
800	1547427 6443
801	1553871 3163
802	1557035 1568
803	1558604 3113
804	1561718 1303
805	1563022 1343
806	1564366 2068
807	1566435 2113
808	1568549 3111
809	1571661 1438
810	1573100 4426
811	1577527 2265
812	1579793 1554
813	1581348 1025
814	1582374 1501
815	1583876 4401
816	1588278 2415
817	1590694 2669
818	1593364 2498
819	1595863 1898
820	1597762 1477
821	1599240 2486
822	1601727 1271
823	1602999 1516
824	1604516 1652
825	1606169 3369
826	1609539 1490
827	1611030 1431
828	1612462 2190
829	1614653 1275
830	1615929 1195
831	1617125 991
832	1618117 1583
833	1619701 3995
834	1623697 1681
835	1625379 3587
836	1628967 888
837	1629856 2212
838	1632069 894
839	1632964 3572
840	1636537 2311
841	1638849 4049
842	1642899 2470
843	1645370 4646
844	1650017 2387
845	1652405 625
846	1653031 4352
847	1657384 1134
848	1658519 4032
849	1662552 1619
850	1664172 2354
851	1666527 2134
852	1668662 1749
853	1670412 2929
854	1673342 1193
855	1674536 1848
856	1676385 1164
857	1677550 4522
858	1682073 3906
859	1685980 2840
860	1688821 1786
861	1690608 1276
862	1691885 5614
863	1697500 4099
864	1701600 2028
865	1703629 1478
866	1705108 923
867	1706032 1204
868	1707237 881
869	1708119 944
870	1709064 868
871	1709933 1178
872	1711112 1699
873	1712812 1206
874	1714019 1783
875	1715803 1199
876	1717003 1145
877	1718149 1768
878	1719918 6653
879	1726572 2340
880	1728913 3956
881	1732870 1560
882	1734431 1574
883	1736006 3076
884	1739083 1557
885	1740641 7852
886	1748494 3424
887	1751919 2518
888	1754438 2227
889	1756666 2585
890	1759252 1134
891	1760387 4421
892	1764809 1077
893	1765887 1668
894	1767556 3646
895	1771203 2868
896	1774072 2146
897	1776219 2749
898	1778969 1630
899	1780600 1831
900	1782432 4888
901	1787321 2689
902	1790011 721
903	1790733 5946
904	1796680 3322
905	1800003 8939
906	1808943 4011
907	1812955 2037
908	1814993 3418
909	1818412 7584
910	1825997 2628
911	1828626 2725
912	1831352 9656
913	1841009 19333
914	1860343 3104
915	1863448 2741
916	1866190 5364
917	1871555 2249
918	1873805 4255
919	1878061 6584
920	1884646 958
921	1885605 4877
922	1890483 8276
923	1898760 5343
924	1904104 6674
925	1910779 918
926	1911698 3783
927	1915482 2947
928	1918430 3582
929	1922013 2538
930	1924552 3698
931	1928251 4684
932	1932936 9628
933	1942565 9635
934	1952201 11527
935	1963729 2151
936	1965881 4794
937	1970676 3016
938	1973693 1646
939	1975340 5784
940	1981125 2029
941	1983155 1921
942	1985077 8390
943	1993468 8793
944	2002262 2756
945	2005019 4491
946	2009511 3146
947	2012658 1942
948	2014601 10647
949	2025249 6280
950	2031530 4881
951	2036412 5304
952	2041717 1318
953	2043036 1854
954	2044891 3603
956	2048495 3702
957	2052198 2531
958	2054730 7686
959	2062417 7003
960	2069421 6486
961	2075908 8800
962	2084709 3151
963	2087861 2811
964	2090673 1844
965	2092518 7061
966	2099580 3412
967	2102993 2651
968	2105645 1163
969	2106809 11637
970	2118447 10841
971	2129289 9902
972	2139192 6937
973	2146130 8937
974	2155068 2293
975	2157362 520
976	2157883 2775
977	2160659 623
978	2161283 6373
979	2167657 4300
980	2171958 2322
981	2174281 9193
982	2183475 6521
983	2189997 1562
984	2191560 7414
985	2198975 2733
986	2201709 7684
987	2209394 4475
988	2213870 2940
989	2216811 6310
990	2223122 9254
991	2232377 2974
992	2235352 4386
993	2239739 3898
994	2243638 1716
995	2245355 6518
996	2251874 5475
997	2257350 5234
998	2262585 8030
999	2270616 1838
1000	2272455 2821
1001	2275277 1588
1002	2276866 3076
1003	2279943 1177
1004	2281121 582
1005	2281704 1568
1006	2283273 1639
1007	2284913 1565
1008	2286479 8819
1009	2295299 7782
1010	2303082 4434
1011	2307517 2925
1012	2310443 608
1013	2311052 7690
1014	2318743 4048
1015	2322792 12555
1016	2335348 4929
1017	2340278 2528
1018	2342807 3904
1019	2346712 16208
1020	2362921 6314
1021	2369236 2625
1022	2371862 304
1023	2372167 2354
1024	2374522 3861
1025	2378384 2823
1026	2381208 13566
1027	2394775 7937
1028	2402713 1914
1029	2404628 2785
1030	2407414 1936
1031	2409351 1854
1032	2411206 3476
1033	2414683 2221
1034	2416905 3063
1035	2419969 1996
1036	2421966 1834
1037	2423801 2196
1038	2425998 2942
1039	2428941 2862
1040	2431804 1935
1045	2433740 2609
1046	2436350 3326
1047	2439677 2173
1048	2441851 1916
1049	2443768 1779
1050	2445548 2091
1051	2447640 4507
1052	2452148 3903
1053	2456052 3805
1054	2459858 3012
1055	2462871 2457
1056	2465329 2572
1057	2467902 2337
1058	2470240 2378
1060	2472619 319
1061	2472939 5870
1064	2478810 9959
1065	2488770 2813
1066	2491584 965
1067	2492550 4429
1068	2496980 7177
1069	2504158 304
1070	2504463 3204
1071	2507668 2677
1072	2510346 2384
1073	2512731 2603
1074	2515335 3574
1075	2518910 4359
1076	2523270 2616
1077	2525887 4997
1078	2530885 2755
1079	2533641 8233
1080	2541875 2758
1081	2544634 6293
1082	2550928 2452
1083	2553381 1225
1084	2554607 17846
1085	2572454 9879
1086	2582334 2966
1087	2585301 3249
1088	2588551 5893
1089	2594445 3488
1090	2597934 1947
1091	2599882 3085
1092	2602968 4500
1093	2607469 4381
1094	2611851 3725
1095	2615577 2997
1096	2618575 24581
1097	2643157 11338
1098	2654496 16330
1099	2670827 30733
1100	2701561 3791
1101	2705353 1028
1102	2706382 1084
1103	2707467 6688
1104	2714156 2159
1105	2716316 1930
1107	2718247 6205
1108	2724453 3626
1109	2728080 629
1110	2728710 1835
1111	2730546 3079
1112	2733626 1256
1113	2734883 2299
1114	2737183 1111
1115	2738295 3478
1116	2741774 4110
1117	2745885 4326
1118	2750212 6286
1119	2756499 3753
1120	2760253 710
1121	2760964 4275
1122	2765240 4079
1123	2769320 535
1124	2769856 997
1125	2770854 1582
1126	2772437 3653
1127	2776091 3587
1128	2779679 4802
1129	2784482 2696
1130	2787179 2077
1131	2789257 3129
1132	2792387 800
1133	2793188 7180
1134	2800369 945
1135	2801315 3146
1136	2804462 2383
1137	2806846 2672
1139	2809519 2548
1140	2812068 4069
1141	2816138 2040
1142	2818179 1860
1143	2820040 4434
1144	2824475 1421
1145	2825897 4423
1146	2830321 3880
1147	2834202 5679
1148	2839882 6663
1149	2846546 4529
1151	2851076 1268
1152	2852345 2847
1153	2855193 6442
1154	2861636 2537
1155	2864174 3446
1156	2867621 2711
1157	2870333 2275
1158	2872609 10498
1159	2883108 762
1160	2883871 9114
1161	2892986 6812
1162	2899799 2203
1163	2902003 2519
1164	2904523 2389
1165	2906913 2368
1166	2909282 1345
1167	2910628 1134
1168	2911763 2944
1169	2914708 10170
1170	2924879 1275
1171	2926155 3967
1172	2930123 1123
1173	2931247 455
1174	2931703 10794
1175	2942498 1834
1176	2944333 3362
1177	2947696 3341
1178	2951038 3581
1179	2954620 9691
1180	2964312 2183
1181	2966496 1110
1182	2967607 779
1183	2968387 1053
1184	2969441 1831
1185	2971273 8520
1186	2979794 3454
1187	2983249 6344
1188	2989594 4813
1189	2994408 5609
1190	3000018 1705
1191	3001724 5359
1192	3007084 1690
1193	3008775 1709
1194	3010485 6801
1195	3017287 2783
1196	3020071 1495
1197	3021567 2065
1198	3023633 2579
1199	3026213 2576
1200	3028790 3779
1201	3032570 3680
1202	3036251 1999
1203	3038251 3215
1204	3041467 2860
1205	3044328 7576
1206	3051905 409
1207	3052315 511
1208	3052827 11259
1209	3064087 4490
1210	3068578 3675
1211	3072254 9025
1212	3081280 3406
1213	3084687 2050
1214	3086738 2000
1215	3088739 7130
1216	3095870 6463
1217	3102334 3689
1218	3106024 2245
1219	3108270 14968
1220	3123239 6413
1221	3129653 1327
1222	3130981 1974
1223	3132956 2936
1224	3135893 2583
1225	3138477 2135
1226	3140613 1587
1227	3142201 739
1228	3142941 1389
1229	3144331 733
1230	3145065 385
1231	3145451 3986
1233	3149438 3061
1234	3152500 4163
1235	3156664 7606
1236	3164271 5436
1237	3169708 1354
1239	3171063 1171
1240	3172235 927
1241	3173163 1857
1242	3175021 2418
1243	3177440 5495
1244	3182936 2509
1245	3185446 8099
1246	3193546 2469
1247	3196016 914
1248	3196931 845
1249	3197777 1641
1250	3199419 2237
1251	3201657 7285
1252	3208943 1639
1253	3210583 4767
1254	3215351 2455
1255	3217807 3636
1256	3221444 2691
1257	3224136 6967
1258	3231104 2302
1259	3233407 3021
1260	3236429 4603
1261	3241033 2521
1262	3243555 2883
1263	3246439 1904
1264	3248344 1273
1265	3249618 4736
1266	3254355 1633
1267	3255989 1002
1268	3256992 1601
1269	3258594 1799
1270	3260394 4608
1271	3265003 1672
1272	3266676 2684
1273	3269361 9348
1274	3278710 1876
1275	3280587 2633
1276	3283221 9089
1277	3292311 3550
1278	3295862 6157
1279	3302020 3368
1280	3305389 2955
1281	3308345 7881
1282	3316227 1733
1283	3317961 2200
1284	3320162 1646
1285	3321809 962
1286	3322772 2387
1287	3325160 1678
1288	3326839 1780
1289	3328620 15078
1290	3343699 7386
1291	3351086 3142
1292	3354229 1674
1293	3355904 1410
1294	3357315 7687
1295	3365003 1991
1296	3366995 2113
1297	3369109 1783
1298	3370893 1685
1299	3372579 2076
1300	3374656 1156
1301	3375813 413
1302	3376227 423
1303	3376651 439
1304	3377091 483
1305	3377575 453
1306	3378029 461
1307	3378491 485
1308	3378977 521
1309	3379499 469
1310	3379969 499
1311	3380469 475
1312	3380945 467
1313	3381413 483
1314	3381897 451
1315	3382349 519
1316	3382869 388
1317	3383258 412
1318	3383671 3735
1319	3387407 38568
1320	3425976 5509
1321	3431486 9987
1322	3441474 6444
1323	3447919 6263
1324	3454183 9588
1325	3463772 15798
1326	3479571 2019
1327	3481591 2338
1328	3483930 1979
1329	3485910 2598
1330	3488509 4493
1331	3493003 2858
1332	3495862 1845
1333	3497708 1439
1334	3499148 1511
1335	3500660 2589
1337	3503250 1395
1338	3504646 1104
1339	3505751 1310
1340	3507062 1220
1341	3508283 9159
1342	3517443 5724
1343	3523168 6453
1344	3529622 2062
1346	3531685 2798
1347	3534484 11576
1348	3546061 3008
1349	3549070 2315
1350	3551386 1898
1351	3553285 1053
1353	3554339 346
1354	3554686 929
1355	3555616 3234
1356	3558851 2840
1357	3561692 5789
1358	3567482 1930
1359	3569413 510
1360	3569924 4977
1361	3574902 1400
1362	3576303 1696
1363	3578000 3070
1364	3581071 1034
1365	3582106 4444
1367	3586551 1029
1368	3587581 45576
1369	3633158 15510
1370	3648669 1224
1371	3649894 9996
1372	3659891 1044
1373	3660936 2260
1374	3663197 6619
1375	3669817 7790
1376	3677608 2897
1377	3680506 2769
1378	3683276 6652
1379	3689929 5852
1380	3695782 22669
1381	3718452 5884
1382	3724337 5263
1383	3729601 11727
1385	3741329 1750
1386	3743080 1505
1387	3744586 7240
1388	3751827 1858
1389	3753686 438
1390	3754125 2955
1391	3757081 7917
1392	3764999 8992
1393	3773992 1882
1394	3775875 5055
1395	3780931 8121
1396	3789053 1147
1397	3790201 2148
1398	3792350 1076
1399	3793427 14330
1400	3807758 6731
1401	3814490 6705
1402	3821196 2680
1403	3823877 5531
1404	3829409 12569
1405	3841979 2432
1406	3844412 2611
1407	3847024 11576
1408	3858601 5931
1409	3864533 5702
1410	3870236 742
1411	3870979 2179
1412	3873159 2202
1413	3875362 3586
1414	3878949 2531
1415	3881481 4546
1416	3886028 8071
1417	3894100 11535
1418	3905636 2033
1419	3907670 3593
1420	3911264 5155
1421	3916420 5320
1422	3921741 5148
1423	3926890 6326
1424	3933217 1019
1425	3934237 7184
1426	3941422 2929
1427	3944352 9521
1428	3953874 4205
1429	3958080 6410
1430	3964491 2871
1431	3967363 1580
1432	3968944 2907
1433	3971852 3387
1434	3975240 1758
1435	3976999 5540
1436	3982540 9058
1438	3991599 2279
1439	3993879 8406
1440	4002286 6784
1441	4009071 6446
1442	4015518 3675
1443	4019194 3368
1444	4022563 2874
1445	4025438 3400
1446	4028839 456
1447	4029296 2154
1448	4031451 3912
1449	4035364 3601
1450	4038966 2896
1451	4041863 3565
1452	4045429 2682
1453	4048112 6547
1454	4054660 9408
1455	4064069 8425
1456	4072495 10512
1457	4083008 9679
1458	4092688 10261
1459	4102950 7943
1460	4110894 5459
1461	4116354 6229
1462	4122584 7478
1463	4130063 3536
1464	4133600 3975
1465	4137576 2356
1466	4139933 1543
1467	4141477 1648
1468	4143126 3137
1469	4146264 3499
1470	4149764 7585
1471	4157350 6327
1472	4163678 5922
1473	4169601 3558
1474	4173160 4579
1475	4177740 3469
1476	4181210 11589
1477	4192800 5137
1478	4197938 6626
1479	4204565 4791
1480	4209357 1056
1481	4210414 4152
1482	4214567 3643
1483	4218211 3428
1484	4221640 4297
1485	4225938 4890
1486	4230829 4543
1487	4235373 7971
1488	4243345 2231
1489	4245577 5523
1490	4251101 4363
1491	4255465 6517
1492	4261983 4775
1493	4266759 2153
1494	4268913 2129
1495	4271043 1479
1496	4272523 3299
1497	4275823 4581
1498	4280405 4120
1499	4284526 6221
1500	4290748 8563
1501	4299312 1839
1502	4301152 5766
1503	4306919 7260
1504	4314180 1271
1505	4315452 3406
1506	4318859 4093
1507	4322953 1612
1508	4324566 7280
1509	4331847 2740
1510	4334588 10125
1511	4344714 4278
1512	4348993 5790
1513	4354784 800
1514	4355585 3742
1515	4359328 1961
1516	4361290 1994
1517	4363285 3114
1518	4366400 6317
1519	4372718 981
1521	4373700 935
1522	4374636 1145
1523	4375782 786
1524	4376569 6310
1525	4382880 2842
1526	4385723 5076
1527	4390800 9067
1528	4399868 7352
1532	4407221 1507
1533	4408729 639
1534	4409369 3282
1535	4412652 9168
1536	4421821 2877
1537	4424699 2215
1538	4426915 5712
1539	4432628 1298
1540	4433927 4410
1541	4438338 690
1542	4439029 2551
1543	4441581 1536
1544	4443118 1133
1545	4444252 2515
1546	4446768 4359
1547	4451128 2924
1548	4454053 5429
1549	4459483 5863
1550	4465347 4462
1551	4469810 2759
1552	4472570 2065
1553	4474636 1067
1554	4475704 805
1555	4476510 2636
1556	4479147 5780
1558	4484928 1805
1559	4486734 1732
1560	4488467 7470
1561	4495938 1204
1562	4497143 2224
1563	4499368 2429
1564	4501798 1391
1565	4503190 580
1566	4503771 5001
1567	4508773 6119
1568	4514893 11621
1569	4526515 1215
1570	4527731 2340
1573	4530072 2180
1575	4532253 5184
1576	4537438 2438
1577	4539877 3020
1578	4542898 20077
1579	4562976 2846
1580	4565823 1610
1581	4567434 2244
1582	4569679 1761
1583	4571441 1458
1584	4572900 7348
1585	4580249 4600
1586	4584850 12588
1587	4597439 2410
1588	4599850 1820
1589	4601671 1443
1590	4603115 3106
1591	4606222 1376
1592	4607599 3878
1595	4611478 1334
1596	4612813 2383
1597	4615197 1957
1599	4617155 3463
1601	4620619 968
1602	4621588 7317
1603	4628906 5207
1604	4634114 6567
1605	4640682 4431
1606	4645114 3696
1607	4648811 2747
1608	4651559 30920
1609	4682480 3959
1610	4686440 5284
1611	4691725 2842
1612	4694568 1962
1613	4696531 4740
1614	4701272 1223
1615	4702496 2559
1616	4705056 1947
1617	4707004 1553
1618	4708558 2552
1619	4711111 1999
1620	4713111 3744
1621	4716856 934
1622	4717791 1199
1623	4718991 1918
1624	4720910 1430
1625	4722341 3803
1626	4726145 5710
1627	4731856 2232
1628	4734089 2894
1629	4736984 1496
1630	4738481 5742
1631	4744224 2650
1632	4746875 1279
1633	4748155 1257
1634	4749413 1326
1635	4750740 7947
1636	4758688 1704
1637	4760393 2822
1638	4763216 1234
1639	4764451 1422
1640	4765874 5116
1641	4770991 3033
1642	4774025 1288
1643	4775314 2780
1644	4778095 1435
1645	4779531 921
1646	4780453 2767
1647	4783221 1486
1648	4784708 899
1649	4785608 2992
1650	4788601 1214
1651	4789816 8771
1652	4798588 2600
1653	4801189 1616
1654	4802806 2226
1655	4805033 1982
1656	4807016 6245
1657	4813262 2070
1658	4815333 1558
1659	4816892 3139
1660	4820032 4051
1661	4824084 2675
1662	4826760 2874
1663	4829635 1028
1664	4830664 1410
1665	4832075 5497
1666	4837573 1638
1667	4839212 3610
1668	4842823 2072
1669	4844896 5800
1670	4850697 6772
1671	4857470 1212
1672	4858683 1511
1673	4860195 348
1674	4860544 2190
1675	4862735 1733
1676	4864469 2937
1677	4867407 1211
1678	4868619 1951
1679	4870571 913
1680	4871485 1859
1681	4873345 2958
1682	4876304 6877
1683	4883182 2652
1684	4885835 1554
1685	4887390 1759
1686	4889150 1696
1687	4890847 951
1688	4891799 8950
1689	4900750 5601
1690	4906352 5659
1691	4912012 5476
1692	4917489 6733
1693	4924223 2064
1694	4926288 19447
1695	4945736 7671
1696	4953408 1810
1697	4955219 1228
1698	4956448 3026
1699	4959475 1848
1700	4961324 2683
1701	4964008 4165
1702	4968174 1403
1703	4969578 585
1704	4970164 6562
1705	4976727 2406
1706	4979134 1819
1707	4980954 3337
1708	4984292 1879
1709	4986172 13749
1710	4999922 532
1711	5000455 1630
1712	5002086 3021
1713	5005108 2358
1714	5007467 2822
1715	5010290 18364
1716	5028655 9652
1717	5038308 2019
1718	5040328 1853
1719	5042182 2645
1720	5044828 3187
1721	5048016 9538
1722	5057555 3462
1723	5061018 8378
1724	5069397 2137
1725	5071535 1726
1726	5073262 1065
1727	5074328 1478
1728	5075807 1055
1729	5076863 1368
1730	5078232 5360
1731	5083593 4992
1732	5088586 2151
1733	5090738 1738
1734	5092477 4016
1735	5096494 2319
1736	5098814 2256
1737	5101071 7670
1738	5108742 1315
1739	5110058 1474
1740	5111533 4279
1741	5115813 1263
1742	5117077 1231
1743	5118309 1408
1744	5119718 1685
1745	5121404 5183
1746	5126588 2522
1747	5129111 1372
1748	5130484 3181
1749	5133666 10930
1750	5144597 3828
1751	5148426 9575
1752	5158002 3784
1753	5161787 1565
1754	5163353 2112
1755	5165466 7031
1756	5172498 1863
1757	5174362 7361
1758	5181724 3385
1759	5185110 1918
1760	5187029 12886
1761	5199916 5250
1762	5205167 4675
1763	5209843 1374
1764	5211218 2472
1765	5213691 2319
1766	5216011 2151
1767	5218163 3604
1768	5221768 1378
1769	5223147 11043
1770	5234191 1167
1771	5235359 669
1772	5236029 4757
1773	5240787 2038
1774	5242826 1292
1775	5244119 899
1776	5245019 7410
1777	5252430 3113
